amplicon	LWR	fract	aLWR	afract	taxopath	TAX1	TAX2	TAX3	TAX4	TAX5	TAX6
23b062061c34db9f2e0eee9bedd9e02a76863506;size=41	1	1	1	1	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
cfe2d8f6bb069db9822ec2248159c65735cd08cd;size=28	0.9593	0.9593	0.9593	0.9593	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
4a818b0fb93d16a2d5a32140e1952fa93dcabd41;size=75	0.9683	0.9683	0.9683	0.9683	Eukaryota;SAR;Alveolata;Perkinsea;NAG01	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	NA
c6d2c46f3a236eb0b657717fd2cfcee1dcf063ac;size=14	0.9829	0.9829	0.9829	0.9829	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
cafeb76f9fa07e308175b5ab370fa5e1ac919821;size=864	0.9991	0.9991	0.9991	0.9991	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
6b53aa4fbbd699099ccc16cacd0882d90e43ea2a;size=44	0.9606	0.9606	0.9606	0.9606	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
2aa59cdd3180a34480a82e34f5a06fbece5697eb;size=36	0.9991	0.9991	0.9991	0.9991	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
5737a3fc4ff380d0148f2195db2e66807efe2d37;size=153	0.9028	0.9028	0.9028	0.9028	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
5371bd14c1292d93d25679a0da1df8d9b6da2eea;size=12	0.8586	0.8586	0.8586	0.8586	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
6b8785489682ebb0fcd285c3a763cf7b0f618896;size=84	0.9045	0.9045	0.9045	0.9045	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
3d0ac32d1f856adf6af6eac92775581795b4a9d0;size=10	0.8073	0.8073	0.8073	0.8073	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
8fb88c7347eb505d1505b64c831f7fabbf118f1f;size=25	0.967	0.967	0.967	0.967	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
02c732916290b734beca7f3ebbd6ed6b7e9edc34;size=15	0.9991	0.9991	0.9991	0.9991	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
b6f4218cfac987d11d26620e06fa20257e0039c2;size=24	0.7166	0.7166	0.7166	0.7166	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
405803f4d8489d3f84dd46d65fcb04bc5b619f3b;size=12	0.9991	0.9991	0.9991	0.9991	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
bd400b0c5c9b08d49c3f9f20911a3b578424d362;size=164	0.6791	0.6791	0.6791	0.6791	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
48908e3cf578d0b18f078a53ff573ebcb2c05cfd;size=26	0.9801	0.9801	0.9981	0.9982	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
1aed42d6126f8018756be31293668bce0b91e50c;size=21	0.9675	0.9682	0.978	0.9788	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
03d987bd5f1b19357ce9aab9cf124517a9296a14;size=673	0.7623	0.7754	0.9831	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
bb3edc7a8050934397c4bc3e821a34960bef9f6c;size=800	0.9991	1	0.9991	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
c5db4ca3ef0cd4234e8b7bf0cf0b279451cf7260;size=35	0.9998	0.9998	0.9998	0.9998	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
6adff76b8b26ac6b44a0a8ceceb7c690cf1765ce;size=129	0.9971	0.9971	0.9971	0.9971	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
dbbe520326d7315c957fa12bb2786c4d104adafb;size=45	1	1	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
fb3eee9121245ea2fb867458ccb0f7fc47d55643;size=265	0.9962	1	0.9962	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
268709b697b7a8184b003695cd48275fe0a0a473;size=373	0.9811	0.9811	0.9811	0.9811	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
c9f8a0437692d2f464db99e5a8ddf54022d54c69;size=11	0.7748	0.7807	0.9925	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
399bc52fbefa63a74a0f30473aa7ac74e4d111f0;size=170	0.6394	0.6394	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
5dd455ed5d6637ea5be0b8139c481674a6e082a0;size=378	0.9771	0.9771	0.9996	0.9996	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
e056458bb721e847eaab4f5d0c50b12d5bd5aff7;size=12	0.871	0.8792	0.9896	0.9989	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
392efd1b5ffdeeb1f76160450ea976c735edfcb1;size=68	0.9877	0.9914	0.9878	0.9915	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
59a8274bc2589446a7134f6c103d4331444d806e;size=30	0.5341	0.5341	0.9934	0.9934	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
99cb4e0c2252e0fb3fde105a4da0f1d25056200b;size=64	0.9227	0.9234	0.9227	0.9234	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
1f89c5a9253bbc913be0980da61089ce7fc44e9d;size=18	0.9625	0.964	0.9625	0.964	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
456390e3b1cfba783865cc8a2784746da3e1ace6;size=16	0.9679	0.9682	0.9679	0.9682	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
886b3df1ba67adaf35aea2c26724dd4eb6300f34;size=17	0.968	0.968	0.968	0.968	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
7c19837983b0d87c4787eae9c39b4fd99ef0fc6f;size=35	0.6769	0.6769	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
de84580d93456d87cf8a84169abc5f231ccc9462;size=15	0.9604	0.9605	0.9604	0.9605	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
2e05967da60eac9cc4008c3063fc52a002e2e7a2;size=498	0.5102	0.5175	0.9143	0.9273	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e73d65e84bd7eeee22b621548bd7ad9f369da2b5;size=13	0.8776	0.8776	0.9573	0.9573	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
9a763cb0214d1108ee05c581c4eb15d58fb3ac2f;size=12	0.9814	0.9815	0.9815	0.9816	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
2a99fc54bdb218b0f1ebbb782d43f174089e97d5;size=31	0.5729	0.5729	1	1	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
fbef6d3f80d534dc8d9c41823a53e88f06e57ccc;size=12	0.9673	0.9673	0.9913	0.9913	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
3c9dac6161d0749730038294e96f384c2645d6c0;size=31	0.919	0.919	0.9561	0.9561	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
f4b606a23162a5dbf70722eb5eb73f04de72d222;size=15	0.9686	0.9686	0.9992	0.9992	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
81ffef870635a26510e97ee50a2d375598a8ffa8;size=124	0.9477	0.9477	0.9997	0.9998	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0ee5cb137c3a8cc22f8b1aebebc2461687d3497d;size=539	0.7086	0.7086	0.9603	0.9603	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e372e7cdb14d5076313f04b33a403146f51fb59f;size=13	0.5	0.5	0.5	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
3d77a8135e7757af518fa1bac43a97f1697a8f93;size=27	0.9487	0.9487	0.9487	0.9487	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
88b7872ec69ce78515f3766e58882f4b293d8b94;size=80	0.5	0.5	0.5	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
c70a23b3582e872433c6cf2293334869236f5d55;size=177	0.8563	0.8563	0.8564	0.8564	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	NA
4aaef6428115d9b5ba24d6e216c3ea20338d7416;size=99	0.4981	0.5	0.4981	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
c65afecb2b006dde4eaf594e0abbf60df0ab9a2a;size=62	0.9627	0.9635	0.9627	0.9635	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
4c049a24b7190e66fc7203fd81931512fe22cecf;size=567	0.9996	0.9996	1	1	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
c1a3c2b4a501dcccc232d452e699fcdffdaabe71;size=37	0.813	0.813	1	1	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
b2de1e365935ab448211ad32e0637a6e87333cb4;size=123	0.9708	0.9708	0.971	0.971	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
21222ab5e9c805aadfc66f0aacc79eacc76718b4;size=11	0.9995	0.9995	0.9995	0.9995	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Tuberlatum coatsi	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Tuberlatum coatsi
50b9ba3eeb1960e40b0eb9cbb546a49bd450daf0;size=75	0.9101	0.9103	0.9917	0.9919	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
1bf568e177674c83a1f7366dea63d2a81a610cb8;size=168	0.9344	0.9404	0.9639	0.9701	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
6cfaa445a0d804465f24dc534d69ddf3a3737d9c;size=389	0.9434	0.9518	0.9911	0.9999	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
8519a9528cd6a2c05e3ba7a0601082439d9e19f6;size=11	0.7856	0.7925	0.9865	0.9952	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c5e48f4d7399d26de682ab61a998fdc93075c7b7;size=56	0.7369	0.737	0.9998	1	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
76cfdda8b8c56197e425c2149c9162f88b09ec9c;size=1148	0.5724	0.5724	1	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
3fd26e834968018109b1f9974c1671ee50885385;size=679	0.5037	0.5037	1	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d9eb884a9cfe51a3342c02348491cbc070d68365;size=92	0.7623	0.7623	0.7623	0.7623	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Marine environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Marine environmental sequence
ca9813b17855055ad0467ad97784e7acfc53cb07;size=29	0.5196	0.5196	1	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
523ab34f04f85180e8f5d6233c96750754d70c3d;size=16	0.7772	0.7772	0.7772	0.7772	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Marine environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Marine environmental sequence
036dffe56f59b42237896e12f975b983c273b0ff;size=10	0.6169	0.6169	0.6169	0.6169	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Marine environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Marine environmental sequence
abca1f584ff6e579b125d72ca98097b4606a0fca;size=35	0.6832	0.6832	0.6832	0.6832	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Freshwater environmental sequence
fbffd22ee312cda3bdeea0a240fcdf4301e56b00;size=23	0.9652	0.9652	0.9652	0.9652	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Freshwater environmental sequence
fea64c241fd4f8ad6373f16d680a9562b10ea1e8;size=68	0.9154	0.9172	0.9788	0.9807	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
2b82e5c99884c0c174f512cee236fff6bda47394;size=339	0.9782	0.9786	0.9782	0.9786	Eukaryota;SAR;Alveolata;Perkinsea;PERK04;Marine environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK04	Marine environmental sequence
7159e5a7859e727a3f724b7b2b63e780f0aa8fde;size=899	1	1	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK04;Marine environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK04	Marine environmental sequence
624263cd2bdb52ed6ed3e01bb9fffc382f99f88c;size=27	0.9366	0.9366	0.9366	0.9366	Eukaryota;SAR;Alveolata;Perkinsea;PERK04;Marine environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK04	Marine environmental sequence
72787e17d6bac02e656fbf9566fa8b2e4cc84dfe;size=33	0.557	0.557	0.9856	0.9856	Eukaryota;SAR;Alveolata;Perkinsea;NAG01	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	NA
bd73966a0cbd55effc5bebd085a42b38bdb1aa26;size=58	0.9999	0.9999	1	1	Eukaryota;SAR;Alveolata;Perkinsea;NAG01	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	NA
5498f81a55badfde637492b5464f3cfbcbcb7351;size=360	0.9997	0.9997	0.9998	0.9998	Eukaryota;SAR;Alveolata;Perkinsea;NAG01	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	NA
e0b720f6d5b20b9cb5b387cf2e6a86b365d83dc9;size=91	1	1	1	1	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
8c2dfdd1450487c2c3f209aec766ab835b303605;size=1543	0.9988	1	0.9988	1	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
61aed13a17063e6685354b050a9913ed9b97c614;size=495	0.9965	0.9965	0.9965	0.9965	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
0e8517f729e8dfb21a9c069065e74317049db09e;size=2388	0.5956	0.5956	0.5956	0.5956	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Freshwater environmental sequence
a8b8d8bffe041928a3dc0f788dd98209613319e8;size=32	0.7952	0.7953	0.7952	0.7953	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
fc808b3563efac31a6ab69a76f11fc9e8e6580fa;size=40	0.8617	0.8617	0.8617	0.8617	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
a5f9b2c6707fdfea8965c407b1687ddaceedb95b;size=149	0.9991	0.9991	0.9991	0.9991	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
326c2a9d76cdccd1a74d15db77964607bad57d39;size=70	0.8406	0.8406	0.8406	0.8406	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
06660583c20fdbff8bc7e50cc3fded062ed44b3f;size=8707	0.9991	0.9991	0.9991	0.9991	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
3d891db2f7d0e983fd35fbadf857fa7cfacb1996;size=26	0.8377	0.8377	0.8377	0.8377	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
0c7b1ac10635fffd9b5a9b3de22439fad77d7500;size=26	0.9581	0.9581	0.9581	0.9581	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
b8932536cdd96129439de33ae103d18c98c04ad3;size=256	0.9024	0.9024	0.9024	0.9024	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
b4e08c1e68d0652ce1f52b7db87c20b11e35cdb0;size=46	0.9573	0.9573	0.9573	0.9573	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
c2f6a250fd0fe55150db4e5bb5933736f7ef8dff;size=10	0.9057	0.9057	0.9057	0.9057	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
960be2b155912e213bd833ebfbfc4d87332e7d97;size=33	0.852	0.852	0.852	0.852	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
2382b7ee7a60db61178540cac26f3b732afe055c;size=79	0.9054	0.9054	0.9054	0.9054	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
7c0335a494e6da30c085bac0fdc0be310b53d047;size=13	0.9563	0.9563	0.9563	0.9563	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Environmental sequence Sphagnum bog	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Environmental sequence Sphagnum bog
970ce97b4599d0682e8e5710d1bebe50094e8a8a;size=34	1	1	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
a4898072edde52463756b39d7e5eb3c5841d8e39;size=70	0.7486	0.7498	0.9934	0.9951	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
d3a754c6f5a8583734f4632ea35fce2904de7752;size=83	0.8374	0.8374	0.9739	0.9739	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
29cb478734b9a3ac6e71256ef9f094da2c2309c4;size=183	0.6867	0.6867	0.6867	0.6867	Eukaryota;SAR;Alveolata;Perkinsea;PERK02;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	Freshwater environmental sequence
3406d4365b8d1986676fbef5fe1ea398fa2d6b08;size=22	0.8527	0.8527	0.8527	0.8527	Eukaryota;SAR;Alveolata;Perkinsea;PERK02;Soil environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	Soil environmental sequence
fae5650709bdc7054a7dce1f6b3fbfa148c349c7;size=10	0.8875	0.8875	0.8875	0.8875	Eukaryota;SAR;Alveolata;Perkinsea;PERK02;Soil environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	Soil environmental sequence
ad1ba0ee0148f29704af0e39e414661704673cda;size=57	0.9677	0.9678	0.9677	0.9678	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
bd32d1f72e6d9bff53683400477d583db5cd5575;size=28	0.5881	0.5881	1	1	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
22c096c4675c7d7c9915da0b618cbf79d142c5b9;size=55	0.9979	0.9979	0.9979	0.9979	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae;Perkinsus qugwadi	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	Perkinsus qugwadi
92e0b9c03f7a40051825e9ae4c57f521ca03eb1a;size=75	0.9991	0.9991	0.9991	0.9991	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;Limanda limanda	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	Limanda limanda
cf472921d484112a2fd49b86458fcc08d9bca774;size=1222	0.9658	0.9658	0.9658	0.9658	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
0debec4af77ae3dc37531b16e1e1cc74969fc9bc;size=11	0.5	0.5	0.5	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
e23efe3024de93ffd6417b7b3a3929ef635adfa4;size=306	0.5	0.5	0.5	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
7b963380b1d5b4f99aaa7332ba1b45034ae98131;size=11	0.5	0.5	0.5	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
17f9d50f726aff22db8275a648d5d803ea3f1d8b;size=24	0.9996	0.9996	1	1	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
dbf8e31f53bb7881d053de035c05ce416eede865;size=18	0.491	0.491	0.9191	0.9191	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
